id,word,polarity,joy,fear,sadness,anger,surprise,disgust
1879,affol,negative,0,1,0,1,0,0
1880,affrã©ter,positive,0,0,0,0,0,0
1881,affront,negative,0,0,0,0,0,0
1882,ã¢ffutã©,negative,0,1,0,0,0,0
1883,ã¢ffutã©,negative,0,1,0,0,0,0
1884,ã¢ffutã©,negative,0,1,0,0,0,0
1885,ã¢ffutã©,negative,0,1,0,0,0,0
1886,agac,negative,0,0,1,1,0,0
1887,agac,negative,0,0,1,1,0,1
1888,agat,positive,0,0,0,0,0,0
1889,ã¢ge,negative,0,1,1,0,0,0
1890,ã¢gã©,negative,0,0,1,0,0,0
1891,agenc,positive,0,0,0,0,0,0
1892,agenouill,negative,0,0,1,0,0,0
1893,agent,positive,0,0,0,0,0,0
1894,agent de chang,positive,0,0,0,0,0,0
1895,agglomã©r,positive,0,0,0,0,0,0
1896,agglomã©r,negative,0,0,0,0,0,0
1897,aggrav,negative,0,1,1,1,0,0
1898,aggrav,negative,0,1,1,1,0,1
1899,aggress,negative,0,1,0,1,0,0
1900,agil,positive,0,0,0,0,0,0
1901,agilitã©,positive,0,0,0,0,0,0
1902,agir,positive,0,0,0,0,0,0
1903,ag,positive,0,0,0,0,0,0
1904,agit,negative,0,1,0,1,0,0
1905,agneau,positive,0,0,0,0,0,0
1906,agnost,negative,0,1,1,0,0,0
1907,agon,negative,0,1,1,1,0,0
1908,agraf,positive,0,0,0,0,0,0
1909,agrand,negative,0,0,0,0,0,0
1910,agrã©gat,negative,0,0,0,0,0,0
1911,agrã©gat,negative,0,0,0,0,0,0
1912,agresseur,negative,0,1,1,1,0,0
1913,agress,negative,0,1,0,1,1,0
1914,agricol,positive,0,0,0,0,0,0
1915,agricultur,positive,0,0,0,0,0,0
1916,ahur,negative,0,0,0,0,1,0
1917,ahur,negative,0,0,0,0,1,0
1918,aid,positive,0,0,0,0,0,0
1919,aid,positive,0,0,0,0,0,0
1920,aigl,positive,0,0,0,0,0,0
1921,aigr,negative,0,0,0,0,0,1
1922,aigu marin,positive,0,0,0,0,0,0
1923,aiguill,negative,0,1,0,0,0,0
1924,aiguill,positive,0,0,0,0,0,0
1925,aiguillon,positive,0,1,0,0,0,0
1926,aiguisoir,negative,0,1,0,0,0,0
1927,ail,negative,0,0,0,0,0,1
1928,ail,positive,0,0,0,0,0,0
1929,ail,positive,0,0,0,0,0,0
1930,aileron,positive,0,0,0,0,0,0
1931,aimabl,positive,0,0,0,0,0,0
1932,aim,positive,0,0,0,0,0,0
1933,airbag,positive,0,0,0,0,0,0
1934,air,positive,0,0,0,0,0,0
1935,aire de jeu,positive,0,0,0,0,1,0
1936,air,negative,0,0,0,0,0,1
1937,aisanc,positive,1,0,0,0,0,0
1938,aisã©,positive,1,0,0,0,0,0
1939,ajourn,negative,0,0,1,0,0,0
1940,ajourn,negative,0,0,1,0,0,0
1941,ajout,positive,0,0,0,0,0,0
1942,ajout,positive,0,0,0,0,0,0
1943,ajustag,positive,0,0,0,0,0,0
1944,ajust,positive,0,0,0,0,0,0
1945,ajust,positive,0,0,0,0,0,0
1946,alambiqu,negative,0,0,0,0,0,1
1947,alanguir,negative,0,0,1,0,0,0
1948,alarm,negative,0,1,0,0,1,0
1949,alarm,negative,0,1,0,0,1,0
1950,albã¢tre,positive,0,0,0,0,0,0
1951,album,positive,0,0,0,0,0,0
1952,alcal,positive,0,0,0,0,0,0
1953,alcaloã¯d,positive,0,0,0,0,0,0
1954,alchim,positive,0,0,0,0,0,0
1955,alcool,negative,0,0,0,0,0,0
1956,alcool,negative,0,1,1,1,0,1
1957,alcã´ve,positive,0,0,0,0,0,0
1958,alert,positive,0,1,0,1,1,0
1959,alã©sag,negative,0,1,0,1,0,0
1960,algã¨bre,positive,0,0,0,0,0,0
1961,algã©briqu,positive,0,0,0,0,0,0
1962,algorithm,positive,0,0,0,0,0,0
1963,alib,positive,0,0,0,0,0,0
1964,aliã©n,negative,0,1,1,1,0,1
1965,aliã©n,negative,0,0,1,0,0,1
1966,align,positive,0,0,0,0,0,0
1967,align,positive,0,0,0,0,0,0
1968,aliment,positive,0,0,0,0,0,0
1969,alimentair,positive,0,0,0,0,0,0
1970,aliment,positive,0,0,0,0,0,0
1971,aliment,positive,0,0,0,0,0,0
1972,alinã©,positive,0,0,0,0,0,0
1973,aliquot,positive,0,0,0,0,0,0
1974,allait,positive,0,0,0,0,0,0
1975,allait,positive,0,0,0,0,0,0
1976,allã©cher,positive,0,0,0,0,1,0
1977,allã©chant,positive,0,0,0,0,1,0
1978,aller,positive,0,0,0,0,0,0
1979,allã©gat,negative,0,0,0,1,0,0
1980,allã©geanc,positive,0,0,0,0,0,0
1981,allã©gor,positive,0,0,0,0,0,0
1982,allã©gor,positive,0,0,0,0,0,0
1983,allã©gress,positive,1,0,0,0,0,0
1984,allegro,positive,0,0,0,0,0,0
1985,allã©gu,negative,0,1,0,0,0,1
1986,allemand,positive,0,0,0,0,0,0
1987,aller ã  tout vitess,negative,0,1,0,0,0,0
1988,aller cherch,positive,0,0,0,0,0,0
1989,alliag,positive,0,0,0,0,0,0
1990,allianc,positive,0,0,0,0,0,0
1991,alli,positive,0,0,0,0,0,0
1992,alligator,negative,0,1,0,0,0,0
1993,allocatair,positive,0,0,0,0,0,0
1994,alloc,positive,0,0,0,0,0,0
1995,allocation chã´mag,negative,0,0,1,0,0,0
1996,allocu,positive,0,0,0,0,0,0
1997,allong,positive,0,0,0,0,0,0
1998,allou,positive,0,0,0,0,0,0
1999,allumag,positive,0,0,0,0,0,0
2000,allumet,positive,0,0,0,0,0,0
2001,alluvial,positive,0,0,0,0,0,0
2002,almanach,positive,0,0,0,0,0,0
2003,aloh,positive,1,0,0,0,0,0
2004,alors qu,negative,0,0,0,0,0,0
2005,alouet,positive,1,0,0,0,0,0
2006,alphabet,positive,0,0,0,0,0,0
2007,alphabã©t,positive,0,0,0,0,0,0
2008,alpin,positive,0,0,0,0,0,0
2009,altã©rat,negative,0,0,1,0,0,1
2010,alterc,negative,0,0,0,1,0,0
2011,altã©rer,negative,0,0,1,1,0,1
2012,altern,positive,0,0,0,0,0,0
2013,altern,positive,0,0,0,0,0,0
2014,altitud,positive,0,0,0,0,0,0
2015,alto,positive,0,0,0,0,0,0
2016,alvã©olair,positive,0,0,0,0,0,0
2017,amadou,positive,0,0,0,0,0,0
2018,amand,positive,0,0,0,0,0,0
2019,amant,positive,0,0,0,0,0,0
2020,amarrag,positive,0,0,0,0,0,0
2021,amarr,positive,0,0,0,0,0,0
2022,amass,positive,0,0,0,0,0,0
2023,amateur,negative,0,0,0,0,0,0
2024,amatric,negative,0,0,0,0,0,0
2025,ambassad,positive,0,0,0,0,0,0
2026,ambassadeur,positive,0,0,0,0,0,0
2027,ambianc,positive,0,0,0,0,0,0
2028,ambi,positive,0,0,0,0,0,0
2029,ambigu,negative,0,1,0,0,0,0
2030,ambiguã«,negative,0,1,0,0,0,0
2031,ambiguã¯tã©,negative,0,1,0,0,0,0
2032,ambit,positive,0,0,0,0,0,0
2033,ambre,positive,0,0,0,0,0,0
2034,ambrer,positive,0,0,0,0,0,0
2035,ambul,negative,0,1,1,0,0,0
2036,ã¢me s?ur,positive,0,1,0,0,0,0
2037,amã©lior,positive,0,0,0,0,0,0
2038,amã©lior,positive,0,0,0,0,0,0
2039,amen,positive,0,0,0,0,0,0
2040,amã©nag,positive,0,0,0,0,0,0
2041,amã©nagement paysag,positive,0,0,0,0,0,0
2042,amend,positive,0,0,0,0,0,0
2043,amend,positive,0,0,0,0,0,0
2044,amã©nitã©,positive,0,0,0,0,0,0
2045,amã¨rement,negative,0,0,1,1,0,1
2046,amertum,negative,0,0,1,1,0,1
2047,amã©thyst,positive,0,0,0,0,0,0
2048,amical,positive,0,0,0,0,0,0
2049,amidon,negative,0,0,0,0,0,1
2050,amidon,negative,0,0,0,0,0,1
2051,amiral,positive,0,0,0,0,0,0
2052,amirautã©,positive,0,0,0,0,0,0
2053,amitiã©,positive,0,0,0,0,0,0
2054,ammoniac,negative,0,0,0,0,0,1
2055,amnã©si,negative,0,1,1,0,0,0
2056,amnist,positive,1,0,0,0,0,0
2057,amoindr,negative,0,0,1,0,0,0
2058,amorã§ag,positive,0,0,0,0,0,0
2059,amorc,positive,0,0,0,0,0,0
2060,amorc,positive,0,0,0,0,0,0
2061,amorph,negative,0,0,1,0,0,1
2062,amort,negative,0,1,0,1,1,0
2063,amortisseur,negative,0,1,0,0,0,0
2064,amour,positive,0,0,0,0,0,0
2065,amour,positive,1,0,0,0,0,0
2066,amphã©tamin,negative,0,0,0,0,0,1
2067,amphibien,negative,0,0,0,0,0,1
2068,amphibien,negative,0,0,0,0,0,1
2069,amphib,positive,0,0,0,0,0,0
2070,amphithã©ã¢tr,positive,0,0,0,0,0,0
2071,amplement,positive,0,0,0,0,0,0
2072,ampleur,positive,0,0,0,0,0,0
2073,amplif,positive,0,0,0,0,0,0
2074,amplifi,positive,0,0,0,0,0,0
2075,amplitud,positive,0,0,0,0,0,0
2076,amput,negative,0,1,1,0,0,1
2077,amulet,positive,0,0,0,0,0,0
2078,amus,positive,1,0,0,0,0,0
2079,amus,positive,1,0,0,0,0,0
2080,amuser gueul,positive,0,0,0,0,0,0
2081,amus,positive,1,0,0,0,0,0
2082,amygdal,negative,0,0,0,0,0,1
2083,an,positive,0,0,0,0,0,0
2084,anacond,negative,0,1,0,0,0,1
2085,anal,negative,0,1,0,0,0,0
2086,analgã©s,negative,0,1,0,0,0,0
2087,analog,positive,0,0,0,0,0,0
2088,analog,positive,0,0,0,0,0,0
2089,analogu,positive,0,0,0,0,0,0
2090,analphabã¨t,negative,0,0,1,0,0,1
2091,analys,positive,0,0,0,0,0,0
2092,analyseur,positive,0,0,0,0,0,0
2093,analyst,positive,0,0,0,0,0,0
2094,analyt,positive,0,0,0,0,0,0
2095,anan,positive,0,0,0,0,0,0
2096,anarch,negative,0,1,0,1,0,0
2097,anarch,negative,0,1,0,1,0,0
2098,anarch,negative,0,1,0,1,0,0
2099,anastomos,negative,0,1,0,0,0,1
2100,anathã¨m,negative,0,1,1,1,0,1
2101,anatom,positive,0,0,0,0,0,0
2102,anatom,positive,0,0,0,0,0,0
2103,ancestral,positive,0,0,0,0,0,0
2104,ancãªtre,positive,0,0,0,0,0,0
2105,ancien combatt,positive,0,0,0,0,0,0
2106,anciennetã©,positive,0,0,0,0,0,0
2107,ancrag,positive,0,0,1,0,0,0
2108,ancre,positive,0,0,0,0,0,0
2109,ã¢ne,negative,0,1,0,1,0,1
2110,anã©ant,negative,0,1,1,1,0,0
2111,anã©ant,negative,0,1,1,1,0,0
2112,anã©mon,positive,0,0,0,0,0,0
2113,ã¢ner,negative,0,0,0,0,0,1
2114,ã¢ness,positive,0,0,0,0,0,0
2115,anesthã©si,negative,0,1,0,0,0,0
2116,anesthã©si,negative,0,1,0,0,0,0
2117,anesthã©s,negative,0,1,0,0,0,0
2118,anesthã©s,negative,0,1,0,0,0,0
2119,ange,positive,0,0,0,0,1,0
2120,angã©liqu,positive,0,0,0,0,0,0
2121,angin,negative,0,1,1,0,0,0
2122,angiograph,positive,0,0,0,0,0,0
2123,angle,positive,0,0,0,0,0,0
2124,angoiss,negative,0,1,1,0,0,0
2125,angoiss,negative,0,1,1,0,0,0
2126,angoiss,negative,0,1,1,1,0,0
2127,anguill,negative,0,1,0,0,0,1
2128,angulair,positive,0,0,0,0,0,0
2129,anhydr,positive,0,0,0,0,0,0
2130,animal de compagn,negative,0,0,0,0,0,0
2131,anim,positive,1,0,0,0,0,0
2132,animositã©,negative,0,1,1,1,0,1
2133,annal,positive,0,0,0,0,0,0
2134,anneau,positive,0,0,0,0,0,0
2135,annã©e,positive,0,0,0,0,0,0
2136,annex,positive,0,0,0,0,0,0
2137,annex,positive,0,0,0,0,0,0
2138,annexion,positive,0,0,0,0,0,0
2139,annihil,negative,0,1,1,1,0,0
2140,annihil,negative,0,1,0,1,0,0
2141,anniversair,positive,0,0,0,0,1,0
2142,annonc,positive,0,0,0,0,0,0
2143,annonc,positive,0,0,0,0,0,0
2144,annot,positive,0,0,0,0,0,0
2145,annot,positive,0,0,0,0,0,0
2146,annuair,positive,0,0,0,0,0,0
2147,annulair,positive,0,0,0,0,0,0
2148,annul,negative,0,1,1,1,1,0
2149,anomal,negative,0,1,0,0,1,0
2150,anonym,negative,0,1,1,0,0,1
2151,anormal,negative,0,1,0,1,1,1
2152,anse,positive,0,0,0,0,0,0
2153,antagon,negative,0,0,0,1,0,0
2154,antagon,negative,0,1,0,1,0,1
2155,antalg,negative,0,1,0,0,0,0
2156,antã©cã©dent,positive,0,0,0,0,0,0
2157,antã©christ,negative,0,1,0,1,0,1
2158,anten,positive,0,0,0,0,0,0
2159,antã©rieur,positive,0,0,0,0,0,0
2160,antholog,positive,0,0,0,0,0,0
2161,anthrax,negative,0,1,1,0,0,1
2162,anthropolog,positive,0,0,0,0,0,0
2163,anthropophag,negative,0,1,0,0,0,1
2164,anthropophag,negative,0,1,0,0,0,1
2165,antibiot,positive,0,0,0,0,0,0
2166,anticip,positive,0,0,0,0,0,0
2167,anticip,positive,0,0,0,0,0,0
2168,antidot,positive,0,0,0,0,0,0
2169,antifong,positive,0,0,0,0,0,0
2170,antilop,positive,0,0,0,0,0,0
2171,antimoin,negative,0,1,0,0,0,1
2172,antipath,negative,0,0,0,1,0,1
2173,antipath,negative,0,0,0,1,0,1
2174,antiquair,positive,0,0,0,0,0,0
2175,antiquitã©,positive,0,0,0,0,0,0
2176,antisept,positive,0,0,0,0,0,0
2177,antisocial,negative,0,1,1,1,0,1
2178,antithã¨s,negative,0,0,0,1,0,0
2179,antithã©t,negative,0,0,0,0,0,0
2180,antiviral,positive,0,0,0,0,0,0
2181,anxiã©tã©,negative,0,1,1,1,0,0
2182,aoãƒâ»t,positive,1,0,0,0,0,0
2183,aort,positive,0,0,0,0,0,0
2184,apach,negative,0,1,0,0,0,0
2185,apais,positive,0,0,0,0,0,0
2186,apais,positive,0,0,0,0,0,0
2187,apath,negative,0,0,1,0,0,0
2188,apercevoir,positive,0,0,0,0,0,0
2189,apã©rit,positive,0,0,0,0,0,0
2190,aphon,negative,0,1,1,0,1,0
2191,aplan,negative,0,0,0,0,0,0
2192,aplat,negative,0,0,0,0,0,0
2193,aplomb,positive,0,0,0,0,0,0
2194,apocalypt,negative,0,1,1,0,0,0
2195,apogã©,positive,0,0,0,0,1,0
2196,apologã©t,positive,0,0,1,0,0,0
2197,apolog,positive,0,0,0,0,0,0
2198,apostas,negative,0,0,1,0,0,0
2199,apostat,negative,0,0,1,0,0,0
2200,apostol,positive,0,0,0,0,0,0
2201,apostroph,positive,0,0,0,0,1,0
2202,apã´tre,positive,0,0,0,0,0,0
2203,appareil,positive,0,0,0,0,0,0
2204,appareil de chauffag,positive,0,0,0,0,0,0
2205,appareillag,positive,0,0,0,0,0,0
2206,appart,positive,0,0,0,0,0,0
2207,appartement terr,positive,0,0,0,0,0,0
2208,appã¢t,negative,0,1,0,0,1,0
2209,appel,positive,0,0,0,0,0,0
2210,appel,positive,0,0,0,0,0,0
2211,appellation inappropriã©,negative,0,0,0,0,0,0
2212,appel,negative,0,1,0,1,1,0
2213,appendic,positive,0,0,0,0,0,0
2214,appendicit,negative,0,1,1,0,0,0
2215,appent,negative,0,0,0,0,0,1
2216,appã©tiss,positive,1,0,0,0,0,0
2217,appã©tit,positive,0,0,0,0,0,0
2218,applaud,positive,0,0,0,0,0,0
2219,applaud,positive,0,0,0,0,1,0
2220,applicabilitã©,positive,0,0,0,0,0,0
2221,applic,positive,0,0,0,0,0,0
2222,appliqu,positive,0,0,0,0,0,0
2223,appliqu,positive,0,0,0,0,0,0
2224,apport,positive,0,0,0,0,0,0
2225,appos,positive,0,0,0,0,0,0
2226,apprã©ciabl,positive,0,0,0,0,0,0
2227,apprã©ci,positive,0,0,0,0,0,0
2228,apprã©ciat,positive,0,0,0,0,0,0
2229,apprã©hend,negative,0,1,0,1,0,0
2230,apprã©hens,negative,0,1,1,0,1,0
2231,apprendr,positive,0,0,0,0,1,0
2232,apprentissag,positive,0,0,0,0,0,0
2233,apprãªt,positive,0,0,0,0,0,0
2234,apprivois,positive,0,0,0,0,0,0
2235,apprivois,positive,0,0,0,0,0,0
2236,approch,positive,0,0,0,0,0,0
2237,approfond,positive,0,0,0,0,0,0
2238,appropirã©,positive,0,0,0,0,0,0
2239,appropri,positive,0,0,0,0,0,0
2240,approuv,positive,0,0,0,0,0,0
2241,approvision,positive,0,0,0,0,0,0
2242,approvision,positive,0,0,0,0,0,0
2243,approxim,positive,0,0,0,0,0,0
2244,approxim,positive,0,0,0,0,0,0
2245,appui,positive,0,0,0,0,0,0
2246,aprã¨s mid,positive,0,0,0,0,0,0
2247,aptitud,positive,0,0,0,0,0,0
2248,apur,positive,0,0,0,0,0,0
2249,aqua,positive,0,0,0,0,0,0
2250,aquarium,positive,0,0,0,0,0,0
2251,aquat,positive,0,0,0,0,0,0
2252,aqueduc,positive,0,0,0,0,0,0
2253,arabl,positive,0,0,0,0,0,0
2254,araignã©,negative,0,1,0,0,0,1
2255,arbalã¨t,negative,0,1,0,0,0,0
2256,arbitrair,negative,0,0,1,1,0,1
2257,arbitr,positive,0,0,0,0,0,0
2258,arbitr,positive,0,0,0,0,0,0
2259,arbust,positive,0,0,0,0,0,0
2260,arc,positive,0,0,0,0,0,0
2261,arcad,positive,0,0,0,0,0,0
2262,archaãƒâ¯qu,negative,0,0,0,1,0,1
2263,arche,positive,0,0,0,0,0,0
2264,archã©olog,positive,0,0,0,0,0,0
2265,archã©olog,positive,0,0,0,0,0,0
2266,archã©ologu,positive,0,0,0,0,0,0
2267,archer,positive,0,0,0,0,0,0
2268,archã©typ,positive,0,0,0,0,0,0
2269,archevãªqu,positive,0,0,0,0,0,0
2270,archipel,positive,0,0,0,0,0,0
2271,architect,positive,0,0,0,0,0,0
2272,architectur,positive,0,0,0,0,0,0
2273,archivag,positive,0,0,0,0,0,0
2274,archiv,positive,0,0,0,0,0,0
2275,archiv,positive,0,0,0,0,0,0
2276,arctiqu,positive,0,0,0,0,0,0
2277,ardois,positive,0,0,0,0,0,0
2278,ardu,negative,0,0,1,0,0,0
2279,arã¨ne,positive,0,0,0,0,0,0
2280,arã©ol,positive,0,0,0,0,0,0
2281,argent,positive,0,0,0,1,1,0
2282,argent liquid,positive,0,1,0,1,0,0
2283,argent recueil,positive,1,0,0,0,0,0
2284,argent,positive,0,0,0,0,0,0
2285,argenter,positive,0,0,0,0,0,0
2286,argil,positive,0,0,0,0,0,0
2287,argot,negative,0,0,0,0,0,0
2288,argument,negative,0,0,0,1,0,0
2289,argument,negative,0,0,0,1,0,0
2290,argument,negative,0,0,0,1,0,0
2291,ariditã©,negative,0,0,0,0,0,0
2292,aristocrat,positive,0,0,0,0,0,0
2293,aristocrat,positive,0,0,0,0,0,0
2294,aristocrat,positive,0,0,0,0,0,0
2295,arithmã©t,positive,0,0,0,0,0,0
2296,armad,negative,0,1,0,1,0,0
2297,arme ã  feu,negative,0,1,0,1,0,0
2298,arme ã  rã©pã©tit,negative,0,0,0,0,0,0
2299,armement,negative,0,1,0,1,0,0
2300,armer,positive,0,0,0,0,0,0
2301,arme,positive,0,0,0,0,0,0
2302,armoir,positive,0,0,0,0,0,0
2303,armur,positive,0,1,0,0,0,0
2304,armurer,negative,0,1,0,1,0,0
2305,arnaqu,negative,0,1,1,1,1,0
2306,arnaqu,negative,0,1,1,1,1,0
2307,arã´me,positive,1,0,0,0,0,0
2308,arpentag,positive,0,0,0,0,0,0
2309,arpenteur,positive,0,0,0,0,0,0
2310,arquer,negative,0,0,1,0,0,0
2311,arrach,negative,0,1,0,1,1,0
2312,arrang,positive,0,0,0,0,0,0
2313,arrang,positive,0,0,0,0,0,0
2314,arrest,negative,0,0,0,1,0,0
2315,arrãªt,negative,0,1,1,1,1,0
2316,arrãªter,negative,0,1,0,0,1,0
2317,arrãªtã©,positive,0,0,0,0,0,0
2318,arrhe,positive,0,0,0,0,0,0
2319,arriã©r,negative,0,1,1,0,0,1
2320,arriã¨re goãƒâ»t,negative,0,0,0,0,0,1
2321,arriã¨re pay,positive,0,0,0,0,0,0
2322,arriã¨re plan,positive,0,0,0,0,0,0
2323,arriã©r,negative,0,0,0,0,0,0
2324,arrim,positive,0,0,0,0,0,0
2325,arrivã©|arrivã©,positive,0,0,0,0,0,0
2326,arriv,positive,0,0,0,0,0,0
2327,arriver ã ,positive,1,0,0,0,0,0
2328,arriv,negative,0,0,0,0,0,1
2329,arrog,negative,0,0,0,1,0,0
2330,arrog,negative,0,0,0,1,0,1
2331,arrond,positive,0,0,0,0,0,0
2332,arros,negative,0,1,0,0,0,0
2333,arsenal,negative,0,1,0,1,0,0
2334,arsenic,negative,0,1,1,0,0,1
2335,art,positive,0,0,1,0,1,0
2336,art du portr,positive,0,0,0,0,0,0
2337,art oratoir,positive,0,0,0,0,0,0
2338,artã¨re,positive,0,0,0,0,0,0
2339,artã©riosclã©ros,negative,0,1,1,0,0,0
2340,arthropod,positive,0,0,0,0,0,0
2341,artichaut,positive,0,0,0,0,0,0
2342,articl,positive,0,0,0,0,0,0
2343,articul,positive,0,0,0,0,0,0
2344,articul,positive,0,0,0,0,0,0
2345,artific,negative,0,1,0,0,0,0
2346,artiller,negative,0,1,0,1,0,0
2347,artilleur,positive,0,0,0,0,0,0
2348,artisan,positive,0,0,0,0,0,0
2349,artisanal,positive,0,0,0,0,0,0
2350,artisanat,positive,0,0,0,0,0,0
2351,artist,positive,0,0,0,0,0,0
2352,artist,positive,0,0,0,0,0,0
2353,as,positive,1,0,0,0,0,0
2354,ascend,positive,0,0,0,0,0,0
2355,ascend,negative,0,1,0,1,0,0
2356,ascenseur,positive,0,0,0,0,0,0
2357,ascens,positive,0,1,0,0,0,0
2358,ascã¨te,negative,0,0,1,0,0,0
2359,ascã©tiqu,negative,0,0,1,0,0,0
2360,aspartam,positive,0,0,0,0,0,0
2361,aspect,positive,0,0,0,0,0,0
2362,aspã©ritã©,negative,0,1,0,0,0,0
2363,asphalt,negative,0,0,0,0,0,1
2364,asphalt,negative,0,0,0,0,0,1
2365,aspic,negative,0,1,0,0,0,1
2366,aspir,positive,0,0,0,0,0,0
2367,aspir,negative,0,0,0,0,0,0
2368,assaill,negative,0,1,0,0,0,0
2369,assaill,negative,0,1,0,0,0,0
2370,assaill,negative,0,1,0,0,0,0
2371,assain,positive,0,0,0,0,0,1
2372,assaison,positive,0,0,0,0,0,0
2373,assaison,positive,0,0,0,0,0,0
2374,assassin,negative,0,1,1,1,0,1
2375,assassinat,negative,0,1,1,1,0,0
2376,assassin,negative,0,1,0,1,0,0
2377,assaut,negative,0,1,0,1,1,0
2378,assã©cher,negative,0,0,0,0,0,0
2379,assemblag,positive,0,0,0,0,0,0
2380,assembl,positive,0,0,0,0,0,0
2381,assemblã©e plã©ni,positive,0,0,0,0,0,0
2382,assemblã©,positive,0,0,0,0,0,0
2383,assã©ner,negative,0,1,0,1,1,0
2384,assã©ner un coup,negative,0,0,0,1,0,0
2385,assert,positive,0,0,0,0,0,0
2386,asserv,negative,0,0,0,1,0,0
2387,asserv,negative,0,1,1,1,0,1
2388,assesseur,positive,0,0,0,0,0,0
2389,assiduitã©,positive,0,0,0,0,0,0
2390,assiet,positive,0,0,0,0,0,0
2391,assimil,positive,0,0,0,0,0,0
2392,assimil,positive,0,0,0,0,0,0
2393,assist,positive,0,0,0,0,0,0
2394,assister ã ,positive,0,0,0,0,0,0
2395,associ,positive,0,0,0,0,0,0
2396,association carit,positive,0,0,0,0,0,0
2397,associ,positive,0,0,0,0,0,0
2398,assoiff,negative,0,1,1,0,0,0
2399,assoiffer de sang,negative,0,1,0,1,0,1
2400,assombr,negative,0,1,1,0,0,0
2401,assomm,negative,0,0,1,0,0,0
2402,assort,positive,0,0,0,0,0,0
2403,assoupl,positive,0,0,0,0,0,0
2404,assourd,negative,0,1,0,0,1,0
2405,assouv,positive,1,0,0,0,0,0
2406,assouv,positive,1,0,0,0,0,0
2407,assujet,negative,0,0,0,1,0,1
2408,assujet,negative,0,1,1,1,0,1
2409,assur,positive,0,1,0,0,0,0
2410,assur,positive,0,0,0,0,0,0
2411,assurã©ment,positive,0,0,0,0,0,0
2412,assureur,positive,0,0,0,0,0,0
2413,astã©risqu,positive,0,0,0,0,0,0
2414,astã©roã¯d,negative,0,1,0,0,0,0
2415,astigmat,negative,0,1,1,0,0,0
2416,astral,positive,0,0,0,0,0,0
2417,astral,positive,0,0,0,0,0,0
2418,astre,positive,0,0,0,0,0,0
2419,astringent,negative,0,1,0,0,0,1
2420,astrolog,positive,0,0,0,0,0,0
2421,astrologu,positive,0,0,0,0,0,0
2422,astronaut,positive,0,0,0,0,0,0
2423,astronom,positive,0,0,0,0,0,0
2424,astronom,positive,0,0,0,0,0,0
2425,asymã©tr,negative,0,0,0,0,0,1
2426,asymã©tr,negative,0,1,1,0,0,1
2427,asymptot,positive,0,0,0,0,0,0
2428,ateli,positive,0,0,0,0,0,0
2429,atelier de reliur,positive,0,0,0,0,0,0
2430,athã©e,negative,0,0,1,1,0,1
2431,athã©ism,negative,0,0,0,0,0,0
2432,athã©rosclã©ros,negative,0,1,1,0,0,0
2433,athlã¨te,positive,0,0,0,0,0,0
2434,athlã©tiqu,positive,0,0,0,0,0,0
2435,athlã©tism,positive,0,0,0,0,0,0
2436,atlas,positive,0,0,0,0,0,0
2437,atmosphã¨r,positive,1,0,0,0,0,0
2438,atmosphã©r,positive,0,0,0,0,0,0
2439,atoll,positive,0,0,0,0,0,0
2440,atom,positive,0,0,0,0,0,0
2441,atom,negative,0,1,0,1,0,0
2442,atout,positive,0,0,0,0,1,0
2443,atrium,positive,0,0,0,0,0,0
2444,atroc,negative,0,1,1,1,0,1
2445,atroc,negative,0,1,1,0,1,1
2446,atroph,negative,0,1,1,0,0,1
2447,atrophi,negative,0,1,1,0,0,1
2448,attach,positive,0,0,0,0,0,0
2449,attach,positive,0,0,0,0,0,0
2450,attach,positive,0,0,0,0,0,0
2451,attanch,positive,0,0,0,0,0,0
2452,attaque choc,negative,0,1,0,1,1,0
2453,attaqu,negative,0,1,0,1,1,0
2454,attaquer avec un hach,negative,0,1,0,1,1,0
2455,atteindr,positive,0,0,0,0,0,0
2456,attelag,positive,0,0,0,0,0,0
2457,attel,positive,0,0,0,0,0,0
2458,atten,positive,0,0,0,0,0,0
2459,atten,positive,0,0,0,0,0,0
2460,attendr,negative,0,0,0,0,0,0
2461,attention,positive,0,0,0,0,0,0
2462,attentonnã©,positive,0,0,0,0,0,0
2463,attã©nu,positive,0,0,0,0,0,0
2464,atterr,negative,0,1,0,0,1,1
2465,atterr,positive,1,0,0,0,0,0
2466,atterrissag,positive,0,0,0,0,0,0
2467,attest,positive,0,0,0,0,0,0
2468,attest,positive,0,0,0,0,0,0
2469,attirail,positive,0,0,0,0,0,0
2470,attir,positive,0,0,0,0,0,0
2471,attis,positive,0,0,0,0,0,0
2472,attract,positive,0,0,0,0,0,0
2473,attractivitã©,positive,0,0,0,0,0,0
2474,attrair,positive,0,0,0,0,1,0
2475,attrap,negative,0,1,0,0,1,0
2476,attribu,negative,0,1,1,0,0,0
2477,attribu,positive,0,0,0,0,1,0
2478,attribut,positive,0,0,0,0,0,0
2479,attribu,positive,0,0,0,0,0,0
2480,attrit,negative,0,0,1,0,0,1
2481,attroup,positive,0,0,0,0,0,0
2482,au beurr,positive,0,0,0,0,0,1
2483,au bord du larm,negative,0,1,1,0,0,1
2484,au centr,positive,0,0,0,0,0,0
2485,au charme dã©suet,positive,0,0,0,0,0,0
2486,au chocolat,positive,0,0,0,0,0,0
2487,au coin du feu,positive,1,0,0,0,0,0
2488,au curry,positive,0,0,0,0,0,0
